SalePrice,Age,GrLivArea,BaseLivArea,Location,Amenities,RoadRail,BedroomAbvGr,Bathrooms,OverallCond,OverallQual,LotFrontage,LotArea,TwoStory_dum,FlatContour_dum,FlatRoof_dum,GarageArea,Garage_dum,CentralAirNum,LowQualFinSF,Fireplaces
177000,13,1470,182,4.9363821907899865,0,0,3,2.0,6,6,,13869,1,1,0,388,1,1,0,0
114500,76,1176,0,4.9363821907899865,0,0,3,1.0,6,6,52.0,6240,0,1,0,528,1,1,360,1
110000,47,816,816,4.298594597887457,0,1,2,1.0,5,5,110.0,8472,0,0,0,516,1,0,0,0
385000,29,1842,1810,5.54335309594152,0,0,0,0.5,5,9,68.0,50271,0,0,0,894,1,1,0,1
130000,55,1360,384,4.465546121615236,0,0,3,1.0,5,5,60.0,7134,0,0,0,572,1,1,0,1
180500,46,1425,490,4.757021011428807,0,0,3,2.0,5,6,100.0,10175,0,1,0,576,1,1,0,1
172500,11,1739,649,5.3794002604558395,0,0,3,2.5,5,8,24.0,2645,1,1,0,480,1,1,0,0
196500,6,1720,0,5.215447424970157,0,0,3,2.5,5,7,89.0,11645,1,1,0,565,1,1,0,0
438780,4,2945,0,6.00177950948287,0,0,3,3.5,5,10,66.0,13682,1,0,0,641,1,1,0,1
124900,38,780,632,4.951790534665483,0,0,2,1.0,7,5,60.0,7200,0,0,0,352,1,1,0,0
158000,6,1158,941,4.757021011428807,0,1,3,1.5,5,6,63.0,13072,0,1,0,576,1,1,0,0
101000,90,1111,0,4.951790534665483,0,0,3,1.0,7,5,60.0,7200,1,1,0,288,1,0,0,0
202500,4,1370,24,5.3794002604558395,0,0,2,2.0,5,8,44.0,6442,0,1,0,484,1,1,0,1
140000,89,1710,0,5.100335026275668,0,1,3,2.0,6,7,50.0,10300,1,0,0,480,1,1,0,0
219500,13,2034,739,4.920973846914489,0,0,3,2.5,5,7,,9375,1,1,0,645,1,1,0,0
317000,6,2473,0,5.3794002604558395,0,0,4,2.5,5,8,76.0,9591,1,1,0,852,1,1,0,1
180000,40,2207,912,4.7934517925866,1,0,3,2.0,5,7,,19900,0,1,0,576,1,1,0,1
226000,7,1479,1013,5.215447424970157,0,0,3,2.0,5,7,72.0,10665,0,1,0,558,1,1,0,0
80000,65,747,0,4.932776830791523,0,1,2,1.0,6,4,47.0,4608,0,1,0,220,1,1,0,0
225000,57,2287,603,5.036086245608977,0,0,3,2.0,4,7,81.0,15593,1,1,0,667,1,1,0,1
244000,37,2223,1880,5.42463533724857,0,0,3,2.0,6,7,95.0,13651,0,1,0,516,1,1,0,2
129500,28,845,565,4.608476519818622,0,0,2,1.0,6,4,69.0,7599,0,1,0,360,1,1,0,0
185000,12,1718,0,4.920973846914489,0,0,3,2.5,5,7,74.0,10141,1,1,0,427,1,1,0,1
144900,56,1086,682,4.951790534665483,0,0,3,1.0,7,5,85.0,10200,0,1,0,490,1,1,0,0
107400,95,1605,0,5.063297573361508,0,0,3,2.0,6,3,60.0,5790,1,1,0,379,1,0,0,0
91000,37,988,462,4.429115340457442,0,0,2,1.0,5,4,21.0,1596,1,1,0,297,1,1,0,0
135750,54,952,228,4.787837699179802,0,0,2,1.0,7,4,,8475,0,1,0,283,1,1,0,0
127000,62,1285,377,4.465546121615236,0,0,2,1.0,5,5,50.0,8635,1,1,0,240,1,1,0,0
136500,42,1768,0,4.429115340457442,0,0,4,2.0,5,4,72.0,10778,0,1,0,0,0,0,0,0
110000,100,1230,0,4.772429355304304,0,0,2,1.5,6,5,60.0,10440,1,1,0,440,1,1,0,0
193500,42,2142,448,5.260682501762887,0,0,4,2.5,6,6,100.0,13000,1,1,0,509,1,1,0,1
153500,12,1337,1201,5.081321322401708,0,0,2,2.0,5,6,32.0,4500,0,1,0,405,1,1,0,0
245000,3,1563,33,5.084926682400171,0,0,3,2.0,5,8,78.0,10206,0,1,0,758,1,1,0,1
126500,50,1065,0,4.593068175943125,0,0,3,1.5,5,5,80.0,8892,0,1,0,461,1,1,0,0
168500,15,1474,0,4.920973846914489,0,0,3,2.5,5,7,,8530,1,1,0,400,1,1,0,1
260000,19,2417,0,5.3794002604558395,0,0,4,2.5,5,8,121.0,16059,1,1,0,462,1,1,0,1
174000,5,1560,0,5.0514945894844745,0,0,3,2.5,5,6,122.0,11911,1,1,0,400,1,1,0,1
164500,1,1224,0,5.0514945894844745,0,0,2,2.5,5,6,40.0,3951,1,1,0,528,1,1,0,0
85000,95,1526,0,3.1083050778596535,0,0,2,1.0,2,3,105.0,8470,0,1,0,0,0,0,513,0
123600,16,990,588,4.429115340457442,0,0,3,1.0,5,4,60.0,8070,0,1,0,0,0,1,0,0
109900,60,1040,0,4.429115340457442,0,0,2,1.0,5,4,60.0,7200,0,1,0,420,1,1,0,0
98600,49,1235,600,4.234345817220766,0,0,2,1.0,3,5,85.0,8500,0,1,0,480,1,1,0,0
163500,89,964,713,5.276090845638384,0,0,2,1.0,7,5,80.0,13360,0,0,0,432,1,1,0,0
133900,100,2291,1046,4.9363821907899865,0,0,4,2.0,6,6,60.0,7200,1,1,0,506,1,0,0,1
204750,13,1786,648,5.081321322401708,0,0,3,2.5,5,6,69.0,9337,1,1,0,684,1,1,0,0
185000,17,1470,310,6.208352016596581,0,0,3,2.5,8,6,,9765,1,1,0,420,1,1,0,1
214000,11,1588,1162,5.215447424970157,0,0,3,2.0,5,7,78.0,10264,0,1,0,472,1,1,0,0
94750,45,960,520,4.429115340457442,0,0,3,1.0,5,4,73.0,10921,0,0,0,432,1,1,0,0
83000,90,835,108,4.593068175943125,0,0,2,1.0,5,5,85.0,10625,0,1,0,366,1,0,0,0
128950,51,1225,569,4.429115340457442,0,0,3,1.5,5,4,77.0,9320,0,1,0,0,0,1,0,0
205000,33,1610,1200,5.115743370151166,0,0,3,2.0,7,6,,10603,0,1,0,480,1,1,0,2
178000,25,1732,0,5.0514945894844745,0,0,3,2.5,5,6,77.0,9206,1,1,0,476,1,1,0,1
118964,31,1535,0,4.268767864970224,0,0,4,2.0,5,5,64.0,7018,0,0,0,410,1,1,0,0
198900,1,1226,0,4.920973846914489,0,0,3,2.0,5,7,94.0,10402,0,1,0,740,1,1,0,0
169500,79,1818,224,4.417312356580409,0,0,4,1.5,4,7,,7758,1,1,0,240,1,1,0,2
250000,7,1992,0,5.3794002604558395,0,0,3,2.5,5,8,75.0,9375,1,1,0,648,1,1,0,1
100000,125,1047,0,4.787837699179802,0,0,2,1.0,7,4,60.0,10800,0,1,0,273,1,1,0,0
115000,62,789,273,4.593068175943125,0,0,2,1.0,5,5,50.0,6000,0,1,0,250,1,1,0,0
115000,91,1517,0,4.951790534665483,0,1,3,2.0,7,5,85.0,8500,1,1,0,0,0,0,0,0
190000,33,1844,705,4.9363821907899865,0,0,3,2.0,6,6,105.0,11751,0,1,0,546,1,1,0,1
136900,56,1855,444,4.577659832067628,0,0,4,2.0,4,6,75.0,9525,1,1,0,325,1,1,0,0
180000,10,1430,250,4.920973846914489,0,0,3,2.5,5,7,,7750,1,1,0,400,1,1,0,1
383970,3,2696,984,5.215447424970157,0,0,4,2.5,5,7,77.0,9965,1,1,0,792,1,1,0,1
217000,57,2259,904,5.081321322401708,0,0,3,2.0,5,6,,21000,0,0,0,450,1,1,0,2
259500,65,2320,924,5.295104549512344,0,0,3,2.5,8,6,61.0,7259,1,1,0,180,1,1,0,1
176000,11,1458,419,4.757021011428807,0,0,2,2.5,5,6,34.0,3230,1,1,0,440,1,1,0,1
139000,48,1092,840,4.593068175943125,0,0,3,1.0,5,5,,11616,0,1,0,288,1,1,0,1
155000,4,1125,0,4.593068175943125,0,0,2,1.5,5,5,74.0,8536,0,1,0,430,1,1,0,0
320000,20,3222,1470,4.920973846914489,0,0,5,3.0,5,7,90.0,12376,1,1,0,594,1,1,0,2
163990,5,1456,0,5.0514945894844745,0,0,3,2.5,5,6,65.0,8461,1,1,0,390,1,1,0,1
180000,41,988,938,4.757021011428807,0,0,1,1.0,5,6,,21453,0,0,1,540,1,1,0,2
100000,71,1123,0,4.429115340457442,0,0,3,1.0,5,4,50.0,6060,1,1,0,264,1,1,0,0
136000,52,1080,570,5.440043681124067,0,0,3,1.0,7,6,75.0,9464,0,1,0,288,1,1,0,0
153900,17,1199,300,5.0514945894844745,0,0,2,2.0,5,6,55.0,7892,0,1,0,530,1,1,0,0
181000,31,1586,0,5.081321322401708,0,0,3,2.0,5,6,48.0,17043,0,1,0,435,1,1,0,1
84500,75,754,490,4.970804238539444,0,0,2,1.0,8,6,60.0,6780,0,1,0,0,0,0,234,0
128000,34,958,120,4.757021011428807,0,0,2,2.0,5,6,,4928,0,1,0,440,1,1,0,1
87000,80,840,116,5.276090845638384,0,0,3,1.0,7,5,55.0,4388,0,0,0,0,0,1,0,1
155000,44,1348,512,4.757021011428807,1,0,3,1.5,5,6,69.0,7590,1,1,0,453,1,1,0,1
150000,52,1053,595,4.951790534665483,0,0,3,1.5,7,5,69.0,8973,0,1,0,750,1,1,0,0
226000,44,2157,445,5.100335026275668,0,0,4,2.5,6,7,88.0,14200,1,1,0,487,1,1,0,2
244000,10,2054,695,5.0514945894844745,0,0,3,2.5,5,6,,12224,1,1,0,390,1,1,0,1
150750,51,1327,405,4.772429355304304,0,0,3,1.0,6,5,75.0,7388,0,1,0,624,1,1,0,0
220000,9,1296,1005,5.3794002604558395,0,0,2,2.0,5,8,,6853,0,1,0,471,1,1,0,0
180000,42,1721,570,4.644907300976415,0,0,3,2.5,6,5,78.0,10335,0,1,0,440,1,1,0,1
174000,40,1682,0,5.100335026275668,0,0,3,2.0,6,7,80.0,10400,0,1,0,530,1,1,0,1
143000,43,1214,695,4.593068175943125,0,0,3,2.0,5,5,,10355,0,1,0,318,1,1,0,1
171000,22,1959,0,4.920973846914489,0,0,5,3.0,5,7,82.0,11070,0,1,0,766,1,1,0,0
230000,11,1852,668,5.3794002604558395,0,0,3,2.5,5,8,73.0,9066,1,1,0,660,1,1,0,2
231500,13,1764,821,4.757021011428807,0,0,3,2.5,5,6,65.0,15426,1,1,0,470,1,1,0,0
115000,39,864,432,4.429115340457442,0,0,3,1.0,5,4,70.0,10500,0,1,0,0,0,1,0,1
260000,5,1734,1300,5.215447424970157,0,0,3,2.0,5,7,78.0,11645,0,1,0,660,1,1,0,0
166000,58,1385,507,4.0894066856090445,0,1,4,2.0,4,5,71.0,8520,1,1,0,720,1,1,0,0
204000,11,1501,679,5.215447424970157,0,0,3,2.0,5,7,78.0,10335,0,1,0,577,1,1,0,0
125000,47,1728,1332,4.593068175943125,0,1,6,2.0,5,5,70.0,9100,0,1,0,504,1,1,0,0
130000,6,1709,0,4.541406372172919,0,0,3,2.0,5,6,24.0,2522,1,1,0,380,1,1,0,0
105000,79,875,209,4.951790534665483,0,0,2,1.0,7,5,51.0,6120,0,1,0,180,1,1,0,0
222500,9,2035,0,5.215447424970157,0,0,3,2.5,5,7,,9505,1,1,0,434,1,1,0,1
141000,6,1080,680,4.920973846914489,0,0,3,1.0,5,7,63.0,7500,0,1,0,0,0,1,0,0
115000,74,1344,0,4.413706996581945,0,0,3,1.0,4,5,,6240,1,1,0,240,1,1,0,0
122000,35,969,716,4.772429355304304,0,0,3,1.5,6,5,120.0,10356,0,1,0,440,1,1,0,0
372402,3,1710,1400,5.3794002604558395,0,0,2,2.0,5,8,107.0,13891,0,1,0,866,1,1,0,1
190000,39,1993,416,4.757021011428807,0,0,4,2.5,5,6,,14803,1,1,0,495,1,1,0,1
235000,50,1252,1509,5.115743370151166,0,0,1,1.0,7,6,,13500,0,1,1,564,1,1,0,1
125000,87,1200,0,4.757021011428807,0,0,4,1.0,5,6,84.0,11340,0,1,0,312,1,1,0,0
79000,86,1096,0,4.757021011428807,0,1,2,1.0,5,6,60.0,9600,1,1,0,0,0,0,0,0
109500,60,1040,0,4.951790534665483,0,0,2,1.0,7,5,60.0,7200,0,1,0,625,1,1,0,0
269500,1,1968,0,5.3794002604558395,0,0,4,2.5,5,8,92.0,12003,1,1,0,680,1,1,0,1
254900,6,1947,222,5.215447424970157,0,0,3,2.5,5,7,100.0,12552,1,1,0,678,1,1,0,1
320000,5,2462,57,5.215447424970157,0,0,4,2.5,5,7,134.0,19378,1,0,0,576,1,1,0,1
162500,26,1232,660,4.9363821907899865,0,0,3,2.0,6,6,,11120,0,1,0,516,1,1,0,0
412500,7,2668,1016,5.54335309594152,0,0,3,2.5,5,9,110.0,13688,1,1,0,726,1,1,0,2
220000,5,1541,1201,5.215447424970157,0,0,3,2.0,5,7,95.0,12182,0,1,0,532,1,1,0,1
103200,54,882,0,4.608476519818622,0,0,1,1.0,6,4,55.0,5500,0,1,0,0,0,1,0,0
152000,84,1616,370,5.440043681124067,0,0,3,2.0,7,6,40.0,5400,1,1,0,216,1,1,0,0
127500,70,1355,532,5.276090845638384,0,0,4,2.0,7,5,62.0,10106,1,1,0,0,0,1,0,0
190000,55,1867,1147,4.887541753998793,0,0,2,1.0,5,5,,10708,0,1,0,303,1,1,0,3
325624,3,2161,1288,5.3794002604558395,0,0,3,1.5,5,8,86.0,10562,1,1,0,789,1,1,0,1
183500,6,1720,0,5.215447424970157,0,0,3,2.5,5,7,62.0,8244,1,1,0,440,1,1,0,1
228000,29,1707,0,5.558761439817018,0,0,2,2.5,6,8,,16669,0,1,0,511,1,1,0,1
128500,69,1382,360,4.772429355304304,0,0,2,1.5,6,5,,12358,0,1,0,660,1,1,528,0
215000,50,1656,639,4.757021011428807,0,0,3,1.0,5,6,141.0,31770,0,1,0,528,1,1,0,2
239000,23,1767,710,5.8984700946654165,0,0,2,2.0,7,7,44.0,5306,1,1,0,504,1,1,0,1
163000,49,1362,662,4.757021011428807,0,0,3,1.5,5,6,80.0,10197,0,1,0,504,1,1,0,1
184000,24,1651,1606,4.501976902773029,0,0,3,2.0,5,6,47.0,12416,0,1,0,616,1,1,0,1
243000,60,2158,477,5.115743370151166,0,0,4,2.0,7,6,84.0,12615,0,1,0,576,1,1,0,1
211000,22,2060,831,5.0514945894844745,0,0,4,2.5,5,6,97.0,10029,1,1,0,521,1,1,0,1
172500,52,1920,498,5.211842064971694,0,0,4,2.0,5,5,,13650,1,1,0,451,1,1,0,1
501837,2,2234,1904,5.8378266739971885,0,0,1,2.0,5,9,63.0,17423,0,1,0,1166,1,1,0,1
100000,87,968,0,5.066902933359972,0,0,2,1.0,6,5,60.0,8520,0,1,0,480,1,1,0,0
177000,10,1525,436,5.0514945894844745,0,0,3,2.5,5,6,,2117,1,1,0,440,1,1,0,1
200100,90,1802,352,5.100335026275668,0,0,4,1.5,6,7,54.0,7588,1,1,0,216,1,1,0,1
120000,53,1340,0,4.772429355304304,0,1,3,1.0,6,5,60.0,9060,0,1,0,252,1,1,0,1
200000,7,2082,0,4.5384076839308225,0,0,3,2.5,5,7,63.0,11426,1,1,0,484,1,1,0,0
127000,102,1252,0,5.131151714026663,0,1,3,1.0,8,5,92.0,7438,1,1,0,576,1,1,0,0
475000,118,3608,0,6.749050959844822,0,1,4,2.5,9,10,90.0,22950,1,1,0,840,1,1,572,2
173000,20,1217,611,4.920973846914489,0,0,3,2.0,5,7,,9947,0,1,0,497,1,1,0,0
135000,94,1656,0,4.696746426009706,0,0,3,2.5,7,5,60.0,10410,1,1,0,180,1,1,144,0
153337,31,1224,1086,4.593068175943125,0,0,2,1.0,5,5,64.0,7018,0,0,0,528,1,1,0,2
286000,9,1593,1153,5.3794002604558395,0,0,0,1.5,5,8,41.0,4923,0,1,0,682,1,1,0,1
315000,78,2727,297,5.407395581227822,0,0,3,2.5,8,8,70.0,10570,1,0,0,440,1,1,0,2
184000,38,1479,626,5.638418564359207,0,0,4,1.5,9,7,,7472,1,1,0,484,1,1,0,0
192000,11,1431,560,5.215447424970157,0,0,3,2.0,5,7,68.0,9017,0,1,0,666,1,1,0,0
130000,6,1709,0,4.705359207658602,0,0,3,2.0,5,7,24.0,2522,1,1,0,380,1,1,0,0
127000,38,864,390,4.951790534665483,0,0,3,1.0,7,5,60.0,7180,0,1,0,352,1,1,0,0
148500,34,1456,566,4.9363821907899865,0,0,3,2.5,6,6,24.0,2280,1,1,0,440,1,1,0,1
311872,3,1726,1126,5.509921003025824,0,0,3,2.0,5,7,79.0,9416,0,1,0,786,1,1,0,1
235000,92,3112,1220,5.524339392067561,0,1,4,2.0,4,8,174.0,25419,1,1,0,795,1,1,392,1
104000,98,2229,0,4.9363821907899865,0,0,5,1.0,6,6,92.0,5520,1,1,0,0,0,1,371,0
274900,6,1713,1088,5.3794002604558395,0,0,3,2.0,5,8,76.0,9591,0,1,0,856,1,1,0,1
140000,7,1121,0,4.429115340457442,0,0,2,2.0,5,4,80.0,8546,0,1,0,440,1,1,0,0
171500,33,1279,920,4.9363821907899865,0,0,3,2.0,6,6,75.0,10125,0,1,0,473,1,1,0,2
112000,86,1310,617,5.1331604474349986,0,1,2,2.0,6,6,50.0,7000,1,1,0,398,1,1,0,0
149000,6,848,662,5.0514945894844745,0,0,1,1.0,5,6,,4438,0,1,0,420,1,1,0,1
110000,63,1284,312,4.951790534665483,0,0,2,1.5,7,5,50.0,3500,1,1,0,240,1,1,0,0
180500,20,1442,0,4.920973846914489,0,0,3,2.0,5,7,99.0,11851,0,1,0,500,1,1,0,0
143900,48,1696,0,4.662324378260248,0,1,3,1.5,5,5,40.0,13673,0,1,0,349,1,1,0,1
141000,50,1100,725,4.429115340457442,0,0,3,1.0,5,4,,12493,0,1,0,312,1,1,0,1
277000,22,2062,1065,5.215447424970157,0,0,3,2.5,5,7,,14364,1,0,0,454,1,1,0,1
145000,46,1092,787,5.115743370151166,0,0,3,1.0,7,6,75.0,8250,0,1,0,504,1,1,0,0
98000,85,864,468,4.772429355304304,0,0,2,1.0,6,5,67.0,5604,0,1,0,0,0,0,0,0
186000,1,1212,36,4.757021011428807,0,0,3,2.0,5,6,83.0,10420,0,1,0,460,1,1,0,0
252678,1,1852,822,4.920973846914489,0,0,3,2.5,5,7,72.0,8640,1,1,0,644,1,1,0,1
156000,15,990,716,4.593068175943125,0,0,3,1.0,5,5,43.0,13568,0,1,0,576,1,1,0,0
161750,33,1392,378,5.115743370151166,0,0,3,1.5,7,6,,10900,1,1,0,299,1,1,0,0
134450,53,1236,360,4.644907300976415,0,0,2,1.0,6,5,72.0,10011,0,1,0,447,1,1,0,1
210000,6,1436,946,5.215447424970157,0,0,3,2.0,5,7,65.0,8450,0,1,0,484,1,1,0,0
107000,85,1328,0,4.249754161096263,0,0,3,1.0,4,4,57.0,9906,1,1,0,210,1,0,0,0
311500,71,1954,341,6.257192453387775,0,0,3,1.5,9,7,,15660,1,1,0,431,1,1,0,2
167240,5,1248,16,5.215447424970157,0,0,2,2.0,5,7,43.0,3010,0,1,0,438,1,1,0,0
204900,4,1498,0,5.215447424970157,0,0,2,2.0,5,7,73.0,8990,0,1,0,675,1,1,0,0
200000,8,2267,0,5.0514945894844745,0,0,4,2.5,5,6,,8068,1,1,0,390,1,1,0,1
179900,35,1552,550,4.9363821907899865,0,1,3,2.5,6,6,85.0,11475,1,1,0,434,1,1,0,1
97000,39,864,704,4.608476519818622,0,0,2,1.0,6,4,70.0,10500,0,1,0,576,1,1,0,0
386250,7,2392,56,6.00177950948287,0,0,3,2.0,5,10,103.0,13472,0,1,0,968,1,1,0,1
112000,39,1302,0,4.593068175943125,0,0,3,2.5,5,5,21.0,1680,1,1,0,280,1,1,0,0
290000,15,2520,565,5.215447424970157,0,0,4,2.5,5,7,82.0,9950,1,1,0,721,1,1,0,1
106000,40,987,321,4.9363821907899865,0,0,2,1.5,6,6,21.0,1869,1,1,0,280,1,1,0,0
125000,43,912,842,4.593068175943125,0,0,3,1.0,5,5,70.0,8521,0,1,0,336,1,1,0,1
192500,5,1555,16,5.215447424970157,0,0,2,2.0,5,7,43.0,3182,0,1,0,430,1,1,0,1
148000,51,1194,0,4.9363821907899865,0,0,3,1.0,6,6,73.0,8760,0,1,0,312,1,1,0,0
403000,15,2794,689,5.3794002604558395,0,0,4,2.5,5,8,174.0,15138,1,1,0,810,1,1,0,1
94500,38,987,0,4.757021011428807,0,0,2,1.5,5,6,21.0,1680,1,1,0,288,1,1,0,1
128200,34,894,894,4.772429355304304,0,0,3,1.0,6,5,75.0,10650,0,1,0,308,1,1,0,0
216500,8,1960,625,5.0514945894844745,0,0,4,2.5,5,6,,7851,1,1,0,440,1,1,0,2
89500,39,987,358,4.3982986527064485,0,0,2,1.5,3,6,21.0,1680,1,1,0,264,1,1,0,0
185500,6,1414,24,5.215447424970157,0,0,3,2.0,5,7,65.0,8773,0,1,0,494,1,1,0,0
194500,17,1744,402,5.574169783692516,0,1,3,2.5,7,7,,9453,1,1,0,457,1,1,0,0
318000,3,1694,0,5.673873838511507,0,0,3,2.0,5,8,93.0,12030,0,1,0,818,1,1,0,0
113000,65,1487,94,4.577659832067628,0,0,3,1.5,4,6,52.0,8741,1,1,0,220,1,1,0,1
262500,2,1566,1078,5.3794002604558395,0,0,3,2.0,5,8,75.0,9000,0,1,0,750,1,1,0,0
110500,65,866,329,5.634813204360743,0,0,2,1.0,9,5,40.0,3880,0,1,0,0,0,1,0,0
79000,110,1440,0,4.413706996581945,0,0,3,1.0,4,5,63.0,5000,1,1,0,352,1,0,0,0
120000,30,1217,0,4.9363821907899865,0,0,3,1.5,6,6,75.0,10762,1,1,0,288,1,1,0,1
205000,16,2110,695,5.215447424970157,0,0,3,2.5,5,7,,8880,1,1,0,463,1,1,0,2
241500,22,1872,929,4.920973846914489,0,0,3,2.0,5,7,80.0,10400,0,1,0,604,1,1,0,1
137000,100,1928,0,4.970804238539444,0,0,4,2.0,8,6,69.0,9142,1,1,0,440,1,0,0,0
140000,56,1375,0,4.757021011428807,0,0,2,1.0,5,6,75.0,11310,0,1,0,451,1,1,0,1
180000,7,1668,0,5.215447424970157,0,0,3,2.5,5,7,72.0,11317,1,1,0,500,1,1,0,0
277000,52,2144,697,5.410216948206833,0,0,4,2.0,7,6,,159000,1,0,0,389,1,1,0,2
