ALink,SName,SLink,Lyric,language,Artist,Genres,Songs,Popularity,Link,release_date,rank,peak_rank,weeks_on_board
/eagles/,Peaceful Easy Feeling,/eagles/peaceful-easy-feeling.html,"I like the way
your sparkling earrings lay
against your skin, so brown
and I wanna sleep with you
in the desert tonight
with a billion stars all around

'cause I gotta peaceful easy feeling
and I know you won't let me down
'cause I'm already standing on the ground

And I found out a long time ago
what a woman can do to your soul
Ah, but she can't take you anyway
You don't already know how to go

and I gotta peaceful, easy feeling
and I know you won't let me down
'cause I'm already standing on the ground

I get this feeling I may know you
as a lover and a friend
but this voice keeps whispering
in my other ear, tells me
I may never see you again

'cause I get a peaceful, easy feeling
and I know you won't let me down
'cause I'm already standing
I'm already standing
yes I'm already standing
on the ground",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1973-03-10,22.0,22.0,11.0
/eagles/,The Long Run,/eagles/the-long-run.html,"I used to hurry a lot, I used to worry a lot
I used to stay out till the break of the day
Oh that didn't get it, it was high time, I quit it
I just couldn't carry on that way
Oh, I did some damage, I know it's true
Didn't know I was so lonely till I found you

Who can go the distance?
We'll find out in the long run
(In the long run)
We can handle some resistance
If our love is a strong one
(Is a strong one)

People talkin' about us, they got nothin' else to do
When it all comes down we will still come through
In the long run
Ooh I want to tell you it's a long run

You know I don't understand why you don't treat yourself better
Do the crazy things that you do
When all the debutantes in Houston, baby
Couldn't hold a candle to you
Did you do it for love, did you do it for money?
Did you do it for spite, did you think you had to, honey?

Who is gonna make it?
We'll find out in the long run
(In the long run)
I know we can take it
If our love is a strong one
(Is a strong one)

Well we're scared but we ain't shakin'
Kinda bent but we ain't breakin'
In the long run
Ooh I want to tell you it's a long run",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1980-02-16,15.0,8.0,11.0
/eagles/,Life In The Fast Lane,/eagles/life-in-the-fast-lane.html,"He was a hard-headed man
He was brutally handsome, and she was terminally pretty
She held him up, and he held her for ransome in the heart
of the cold, cold city
He had a nasty reputation as a cruel dude
They said he was ruthless, they said he was crude
They had one thing in common, they were
good in bed
She'd say, 'Faster,faster. The lights are turnin' red.""
Life in the fast lane
Surely make you lose your mind, mm
Are you with me so far?

Eager for action and hot for the game
The coming attraction, the drop of a name
They knew all the right people, they took
all the right pills
They threw outrageous parties, they paid heavily bills.
There were lines on the mirror, lines on her face
She pretended not to notice, she was caught up
in the race

Out every evening, until it was light
He was too tired to make it, she was too tired
to fight about it

Life in the fast lane
Surely make you lose your mind
Life in the fast lane, everything all the time
Life in the fast lane, uh huh
Blowin' and burnin', blinded by thirst
They didn't see the stop sign,
took a turn for the worst.

She said, ""Listen, baby.You can hear the engine
ring.We've been up and down this highway;
haven't seen a goddam thing.""
He said,""Call the doctor. I think I'm gonna crash.""
""The doctor say he's comin', but you gotta pay him cash.""
They went rushin' down that freeway, messed around
and got lost
They didn't know they were just dyin' to get off
And it was life in the fast lane
",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1977-08-06,60.0,11.0,13.0
/eagles/,Already Gone,/eagles/already-gone.html,"Well, I heard some people talkin' just the other day
And they said you were gonna put me on a shelf
But let me tell you I got some news for you
And you'll soon find out it's true
And then you'll have to eat your lunch all by yourself
'Cause I'm already gone
And I'm feelin' strong
I will sing this vict'ry song, woo, hoo,hoo,my my woo,hoo,hoo

The letter that you wrote me made me stop and wonder why
But I guess you felt like you had to set things right
Just remember this, my girl, when you look up in the sky
You can see the stars and still not see the light (that's right)

And I'm already gone
And I'm feelin' strong
I will sing this vict'ry song, woo, hoo,hoo my my ,woo, hoo,hoo

Well I know it wasn't you who held me down
Heaven knows it wasn't you who set me free
So often times it happens that we live our lives in chains
And we never even know we have the key

But me, I'm already gone
And I'm feelin' strong
I will sing this vict'ry song
'Cause I'm already gone
Yes, I'm already gone
And I'm feelin' strong
I will sing this vict'ry song
'Cause I'm already gone
Yes, I'm already gone
Already gone
",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1974-08-03,75.0,32.0,14.0
/eagles/,Get Over It,/eagles/get-over-it.html,"I turn on the tube and what do I see?
A whole lotta people cryin?, ?Don?t blame me?
They point their crooked little fingers at everybody else
Spend all their time feelin? sorry for themselves
Victim of this, victim of that
Your mama?s too thin and your daddy?s too fat

Get over it!
Get over it!
All this whinin? and cryin? and pitchin? a fit
Get over it! Get over it!

You say you haven?t been the same since you had your little crash
But you might feel better if they gave you some cash
The more I think about it old Billy was right
Let?s kill all the lawyers, kill ?em tonight
You don?t wanna work, you wanna live like a king
But the big, bad world doesn?t owe you a thing

Get over it!
Get over it!
If you don?t wanna play then you might as well split
Get over it! Get over it!

It?s like goin' to confession every time I hear you speak
You?re makin? the most of your losin? streak
Some call it sick but I call it weak, yeah yeah yeah

Yeah you drag it around like a ball and chain
You wallow in the guilt, you wallow in the pain
You wave it like a flag, you wear it like a crown
Got your mind in the gutter, bringin? everybody down
You bitch about the present and blame it on the past
I?d like to find your inner child and kick its little ass!

Get over it!
Get over it!
All this bitchin? and moanin? and pitchin? a fit
Get over it! Get over it!

Get over it!
Get over it!
It?s gotta stop sometime so why don?t you quit?
Get over it! Get over it!

Get over it!",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1994-12-17,67.0,31.0,8.0
/eagles/,Outlaw Man,/eagles/outlaw-man.html,"I am an outlaw, I was born an outlaw's son
The highway is my legacy
On the highway I will run
In one hand I've a Bible
In the other I've got a gun
Well, don' you know me
I'm the man who won
Woman don't try to love me
Don't try to understand
A life upon the road is the life of an outlaw man

First left my woman, it was down in Santa Fe
Headed for Oklahoma, I was ridin' night and day
All of my friends are strangers,
They quickly come and go

And all my love's in danger,
'Cause I steal hearts and souls
Woman, don't try to love me
Don't try to understand A life upon the road is the life of an outlaw man
oo....

Woman, don't try to love me
Don't try to understand
A life upon the road is the life of an outlaw man

Some me call me Abel,
Some men call me Cain,
Some men call me sinner, Lord
Some men call me saint

Some say there's a Jesus
Some men say there ain't
When you got no life to lose
Then there's nothin' left to gain
Outlaw man
Outlaw man
",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1973-11-03,73.0,59.0,8.0
/eagles/,Please Come Home For Christmas,/eagles/please-come-home-for-christmas.html,"Please Come Home For Christmas
Bells will be ringing this sad sad news
Oh what a Christmas to have the blues
My baby's gone I have no friends
To wish me greetings once again
Choirs will be singing Silent Night
Christmas carols by candle light
Please come home for Christmas
Please come home for Christmas
If not for Christmas by New Years night
Friends and relations
Send salutations
Sure as the stars shine above
But this is Christmas
Yeah, it's Christmas my dear
It's the time of year to be with the one you love
So won't you tell me
You'll never more roam
Christmas and New Year
Will find you home
There be no more sorrow
No grief and pain
And I'll be happy, happy, once again
Ooo, there be no more sorrow
No grief and pain
And I'll be happy, Christmas, once again..",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1979-01-27,51.0,18.0,8.0
/eagles/,Seven Bridges Road,/eagles/seven-bridges-road.html,"There are stars in the southern sky
Southward as you go
There is moonlight
And moss in the trees
Down the Seven Bridges road

Now I have loved you like a baby
Like some lonesome child
And I have loved you in a tame way
And I have loved you wild

Sometimes there's a part of me
Has to turn from here and go
Running like a child from these warm stars
Down the Seven Bridges road

There are stars in the southern sky
And if ever you decide you should go
There is a taste of time, sweetened honey
Down the Seven Bridges road",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1981-02-21,32.0,21.0,10.0
/eagles/,Witchy Woman,/eagles/witchy-woman.html,"Raven hair and ruby lips
sparks fly from her finger tips
Echoed voices in the night
she's a restless spirit on an endless flight
wooo hooo witchy woman, see how
high she flies
woo hoo witchy woman she got
the moon in her eye
She held me spellbound in the night
dancing shadows and firelight
crazy laughter in another
room and she drove herself to madness
with a silver spoon
woo hoo witchy woman see how high she flies
woo hoo witchy woman she got the moon in her eye
Well I know you want a lover,
let me tell your brother, she's been sleeping
in the Devil's bed.
And there's some rumors going round
someone's underground
she can rock you in the nighttime
'til your skin turns red
woo hoo witchy woman
see how high she flies
woo hoo witchy woman
",en,Eagles,Soft Rock; Country,95.0,6.0,/eagles/,1972-11-25,16.0,9.0,12.0
/lady-a/,Champagne Night,/lady-a/champagne-night.html,"The stars go out on the Sunset Strip
But after last call ours still stay lit
Make a twenty last like it's 1990
Way out here
Where we're from
We don't say, ""Ooh-la-la, Pérignon""
Don't need no bottle service budget (no)
Got no money but we love it (woo)

Raisin' plastic cups to a life of luxury
C'est la vie on a Friday
We get dressed up in a blue jean tux
And we go where we don't hear the highway
Don't need doubles and bubbles
To get in all kinds of trouble
Out in the country
Don't need a crystal chandelier
To have a real good time
We're drinkin' beer on a champagne night
A champagne night

No velvet ropes in our hometown bar
Our VIPs are drinkin' PBR
No, we don't need a high-rise skyline
View from a window
'Cause way out here (way out here)
Where we're from (where we're from)
We don't have to be fancy
To have a whole lotta fun

Raisin' plastic cups to a life of luxury
C'est la vie on a Friday
We get dressed up in a blue jean tux
And we go where we don't hear the highway
Don't need doubles and bubbles
To get in all kinds of trouble
Out in the country
Don't need a crystal chandelier
To have a real good time
We're drinkin' beer on a champagne night
Champagne night

You'll never see us sippin' long-stem glasses
Even if we're in a Hollywood palace
We ain't on our own island
No, we ain't drippin' in diamonds
We're gettin' rhinestoned

Raisin' plastic cups to a life of luxury
C'est la vie on a Friday
We get dressed up in a blue jean tux
And we go where we don't hear the highway
Don't need doubles and bubbles
To get in all kinds of trouble
Out in the country
Don't need a crystal chandelier
To have a real good time
We're drinkin' beer on a champagne night

(We're drinkin' beer on a champagne night
We're drinkin' beer on a champagne night)
Drinkin' beer on a champagne night
(We're drinkin' beer on a champagne night
We're drinkin' beer on a champagne night)
We're drinkin' beer on a champagne night",en,Lady A,Pop; Romântico; Country,133.0,3.8,/lady-a/,2021-01-30,62.0,33.0,13.0
/willie-nelson/,Always On My Mind,/willie-nelson/always-on-my-mind.html,"Maybe I didn't love you
Quite as often as I could have
Maybe I didn't treat you
Quite as good as I should have
If I made you feel second best
Girl I'm sorry I was blind

You were always on my mind
You were always on my mind

Maybe I didn't hold you
All those lonely, lonely times
And I guess I have never told you
I'm so happy that you're mine
Little things I should have said and done
I just never took the time

You were always on my mind
You were always on my mind

Tell me, tell me that your
Sweet love hasn't died
And give me
Give me one more chance
To keep you satisfied
Satisfied

Little things I should have
Said and done
I just never took the time

You were always on my mind
You were always on my mind
You were always on my mind....",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1982-07-31,65.0,5.0,22.0
/willie-nelson/,On The Road Again,/willie-nelson/on-the-road-again.html,"On The Road Again
Just can't wait to get on the road again
The life I love is makin' music with my friends
And I can't wait to get on the road again
On the road again
Goin' places that I've never been
Seein' things that I may never see again
And I can't wait to get on the road again

On the road again
Like a band of gypsies we go down the highway
We're the best of friends
Insisting that the world be turnin' our way
And our way
Is on the road again
Just can't wait to get on the road again
The life I love is makin' music with my friends
And I can't wait to get on the road again

On the road again
Like a band of gypsies we go down the highway
We're the best of friends
Insisting that the world be turnin' our way
And our way
Is on the road again

Just can't wait to get on the road again
The life I love is makin' music with my friends
And I can't wait to get on the road again
And I can't wait to get on the road again",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1980-11-15,20.0,20.0,11.0
/willie-nelson/,Blue Eyes Crying In The Rain,/willie-nelson/blue-eyes-crying-in-the-rain.html,"In the twilight glow I see her
Blue eyes crying in the rain
When we kissed goodbye and parted
I knew we'd never meet again

Love is like a dying ember
Only memories remain
Through the ages I remember
Blue eyes crying in the rain

Someday when we meet up yonder
We'll stroll hand in hand again
In a land that knows no parting
Blue eyes crying in the rain

Blue eyes crying in the rain
Blue eyes crying in the rain
Blue eyes crying in the rain",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1975-12-27,72.0,21.0,18.0
/willie-nelson/,Georgia On My Mind,/willie-nelson/georgia-on-my-mind.html,"Georgia, Georgia, the whole day through.
An' just an old sweet song keeps Georgia on my mind.

Georgia, Georgia, a song of you,
Comes as sweet and clear as moonlight through the pines.

Other arms reach out to me;
Other eyes smile tenderly.
Still in peaceful dreams I see,
The road leads back to you.

Georgia, Georgia, no peace I find.
Just an old sweet song keeps Georgia on my mind.

Instrumental break.

Georgia, Georgia, no peace I find.
Just an old sweet song keeps Georgia on my mind.
Just an old sweet song keeps Georgia on my mind.

On my mind.
On my mind.

On my mind.
On my mind.

On my mind.
On my mind.

On my mind.


To Fade out",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1978-06-24,84.0,84.0,5.0
/willie-nelson/,Let It Be Me,/willie-nelson/let-it-be-me.html,"I bless the day I found you
I want to stay around you
And so I beg you
Let it be me

Don't take this heaven from one
If you must cling to someone
Now and forever
Let it be me

Each time we meet love
I find complete love
Without your sweet love
What would life be

So never leave me lonely
Tell me you love me only
And that you'll always
Let it be me",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1982-09-25,40.0,40.0,8.0
/willie-nelson/,My Heroes Have Always Been Cowboys,/willie-nelson/my-heroes-have-always-been-cowboys.html,"I grew up a-dreamin' of bein' a cowboy,
and Lovin' the cowboy ways.
Pursuin' the life of my high-ridin' heroes,
I burned up my childhood days.
I learned of all the rules of the modern-day drifter,
Don't you hold on to nothin' too long.
Just take what you need from the ladies, then leave them,
With the words of a sad country song.
My heroes have always been cowboys.
And they still are, it seems.
Sadly, in search of, but one step in back of,
Themselves and their slow-movin' dreams.

Cowboys are special with their own brand of misery,
From being alone too long.
You could die from the cold in the arms of a nightmare,
Knowin' well that your best days are gone.
Pickin' up hookers instead of my pen,
I let the words of my years fade away.
Old worn-out saddles, and 'old worn-out memories,
With no one and no place to stay.

My heroes have always been cowboys.
And they still are, it seems.
Sadly, in search of, but one step in back of,
Themselves and their slow-movin' dreams.

Sadly, in search of, but one step in back of,
Themselves and their slow-movin' dreams.",en,Willie Nelson,Country,284.0,0.7,/willie-nelson/,1980-04-12,95.0,44.0,10.0
/faith-hill/,Breathe,/faith-hill/breathe.html,"I can feel the magic floating in the air
Being with you gets me that way
I watch the sunlight dance across your face
And I've never been this swept away
All my thoughts just seem to settle on the breeze
When I'm lying wrapped up in your arms
The whole world just fades away
The only thing I hear is the beating of your heart

'Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby all we need is just to be
Caught up in the touch
Slow and steady rush
Baby isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

In a way I know my heart is waking up
As all the walls come tumbling down
Closer than I've ever felt before
And I know, and you know
There's no need for words right now

'Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby all we need is just to be
Caught up in the touch
Slow and steady rush
Baby isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

Caught up in the touch
Slow and steady rush
Baby isn't that the way that love's supposed to be?
I can feel you breathe
Just breathe

I can feel the magic floating in the air
Being with you gets me that way",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2000-07-08,11.0,2.0,36.0
/faith-hill/,There You'll Be,/faith-hill/there-youll-be.html,"When I think back on these times
And the dreams we left behind
I'll be glad cause I was blessed to get
To have you in my life

When I look back on these days
I'll look and see your face
You were right there for me

In my dreams I'll always see you soar above the sky
In my heart there'll always be a place for you for all my life
I'll keep a part of you with me
And everywhere I am there you'll be
And everywhere I am there you'll be

Well you showed me how it feels
To feel the sky within my reach
And I always will remember all
The strength you gave to me

Your love made me make it through
Ohh I owe so much to you
You were right there for me

In my dreams I'll always see you soar above the sky
In my heart there'll always be a place for you for all my life
I'll keep a part of you with me
And everywhere I am there you'll be

Cause I always saw in you my light, my strength
And I want to thank you now for all the ways
You were right there for me,
You were right there for me always

In my dreams I'll always see you soar above the sky
In my heart there'll always be a place for you for all my life
I'll keep a part of you with me
And everywhere I am there you'll be
And everywhere I am there you'll be

There you'll be",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2001-09-15,71.0,10.0,17.0
/faith-hill/,This Kiss,/faith-hill/this-kiss.html,"I don't want another heartbreak
I don't need another turn to cry
No, I don't want to learn the hard way
Baby,'Hello.' Oh no, 'Goodbye'
But you got me like a rocket shootin' straight across the sky

It's the way you love me
It's a feelin' like this
It's centrifugal motion
it's perpetual bliss
It's that pivotal moment
It's 'Ah, impossible'
This kiss, this kiss
Unstoppable
This kiss, this kiss

Cinderella said to Snow White
'How does love get so off course?
Oh, all I wanted was a white knight with a good heart
Soft touch, fast hors'
Ride me off into the sunset, baby I'm forever yours

It's the way you love me
it's a feelin' like this
It's centrifugal motion
it's perpetual bliss
It's that pivotal moment
It's 'Ah, unthinkable'
This kiss, this kiss
Unsinkable
This kiss, this kiss

You can kiss me in the moonlight on a rooftop under the sky
Oh, you can kiss me with the windows open
While the rain comes prouing inside
Oh, kiss me in sweet slow motion
Let's let everything slide
You've got me floating, you've got me flying

It's the way you love me
it's a feelin' like this
It's centrifugal motion
it's perpetual bliss
It's that pivotal moment
It's 'Ah, subliminal'
This kiss, this kiss
It's criminal
This kiss, this kiss

It's the way you love me baby
it's the way you love me darling, yeah

It's the way you love me
it's feelin' like this
It's centrifugal motion
it's perpetual bliss
It's that pivotal moment
It's 'Ah, subliminal'
This kiss, this kiss
It's criminal
This kiss, this kiss

It's the way you love me baby
it's the way you love me darling, yeah",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,1999-02-06,41.0,7.0,47.0
/faith-hill/,It Matters To Me,/faith-hill/it-matters-to-me.html,"Baby tell me where'd you ever learn
to fight without saying a word?
Then waltz back into my life
like it's all gonna be alright...
Don't you know how much it hurts...

When we don't talk,
when we don't touch,
when it doesn't feel like we're even in love.

it matters to me

when i dont know what to say
don't know what to do
don't know of it really even matters to you
how can i make you see
it matters to me

Baby I still don't understand
the distance between a woman and a man.
So tell me how far it is
and how you can love like this...
'Cause I'm not sure I can.

When we don't talk,
when we don't touch,
when it doesn't feel like we're even in love.
it matters to me

when i dont know what to say
don't know what to do
don't know if it really even matters to you
how can i make you see
it matters to me

oh and i don't know
what to say
don't know what to do
don't know if it really even matters to you
how can i make you see
oh it matters to me

oh it matters to me

it matters to me
",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,1996-02-17,80.0,74.0,9.0
/faith-hill/,Like We Never Loved At All,/faith-hill/like-we-never-loved-at-all.html,"You never looked so good
As you did last night
Underneath those city lights
There walking with your friend
Laughing at the moon
I swear you looked right through me
But i'm still living with your goodbye
And you're just going on with your life

[chorus]
How can you just walk on by
Without one tear in your eye
Don't you have the slightest feelings left for me
Maybe that's just your way
Of dealing with the pain
Forgetting everything between our rise and fall
Like we never loved at all

You, i hear you're doing fine
Seems like you're doing well
As far as i can tell
Time is leaving us behind
Another week has passed
And still i haven't laughed yet
So tell me what your secret is
To letting go like you did, like you did

[chorus]

Did you forget the magic
Did you forget the passion
Did you ever miss me
Ever long to kiss me

[chorus]

You, you never looked so good",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2005-12-10,48.0,45.0,10.0
/faith-hill/,Come Home,/faith-hill/come-home.html,"[Faith Hill]
Hello world
Hope you're listening
Forgive me if I’m young
For speaking out of turn
There’s someone I’ve been missing
I think that they could be
The better half of me
They’re in the wrong place trying to make it right
But I’m tired of justifying
So I say to you...

[Chorus]
Come home
Come home
Cause I’ve been waiting for you
For so long, so long
And right now there's a war between the vanities
But all I see is you and me
The fight for you is all I’ve ever known
So come home...

[Faith Hill]
I get lost in the beauty
Of everything I see
The world ain’t as half as bad
As they paint it to be
When all the sons, all the daughters
Stopped to take it in
Then hopefully the hate subsides and the love can begin
It might start now
But maybe I’m just dreaming out loud
But until then

[Chorus]
Come home
Come home
Cause I’ve been waiting for you
For so long, so long
And right now there's a war between the vanities
But all I see is you and me
The fight for you is all I’ve ever known
So come home...

[Bridge]
Everything I can’t be
Is everything you should be
And that’s why I need you here

Everything I can’t be
Is everything you should be
And that’s why I need you here
So hear this now

[Chorus]
Come home
Come home
Cause I’ve been waiting for you
For so long, so long
And right now there's a war between the vanities
But all I see is you and me
The fight for you is all I’ve ever known,
Ever known

Come home...
Come home...",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2011-11-26,82.0,82.0,1.0
/faith-hill/,Cry,/faith-hill/cry.html,"If I had just one tear
Running down your cheek
Maybe I could cope maybe I'd get some sleep
If I had just one moment at your expense
Maybe all my misery would be well spent

Could you cry a little
Lie just a little
Pretend that you're feeling a little more pain
I gave now I'm wanting
Something in return
So cry just a little for me

If your love could be caged, honey
I would hold the key
And conceal it underneath that pile of lies
You handed me

And you'd hunt and those lies
They'd be all you'd ever find
And that'd be all you'd have to know
For me to be fine

And you'd cry a little
You'd die just a little
And baby I would feel just a little less pain
I gave now from wanting
Something in return
So cry just a little for me

Give it up, baby
I hear you're doing fine
Nothing's gonna save me
I can see it in your eyes
Some kind of heartache
Honey, give it a try

I don't want pity
I just want what is mine

Could you cry a little
Lie just a little
Pretend that you're feeling a little more pain
I gave now I'm wanting
Something in return
So cry just a little for me, yeah

Cry just a little for me
Could you cry a little for me...",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2003-02-01,44.0,33.0,23.0
/faith-hill/,If My Heart Had Wings,/faith-hill/if-my-heart-had-wings.html,"Damn these old wheels
Rollin' too slow
I stare down this white line
With so far to go
Headlights keep comin'
Loneliness hummin' along

Who poured this rain
Who made these clouds
I stare through this windshield
Thinkin' out loud
Time keeps on crawlin'
Love keeps on calling me home

I'd jump all these mountains
And take to the skies
Sail through the heavens
With stars in my eyes

Chorus:
If my heart had wings
I would fly to you
And lie beside you as you dream
If my heart had wings

We both committed
We both agreed
You do what you have to
To get what you need
Feeling you near me with so many miles in between

Oh, Lord it ain't easy
Out here in the dark
To keep us together so far apart

(chorus)

Stuck on this circle
Spinnin' around
Cut loose from this road
That keeps tying me down

(chorus)
",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2001-04-28,47.0,39.0,13.0
/faith-hill/,Let Me Let Go,/faith-hill/let-me-let-go.html,"I thought it was over, baby.
We said our goodbyes.
But I can't go a day without your face going through my mind.
In fact, not a single minute
passes without you in it.
Your voice, your touch.
Memories of your love are with me all of the time.

Let me let go, baby.
Let me let go.
If this is for the best why are you still in my heart,
are you still in my soul?
Let me let go.

I talked to you the other day,
looks like you made your escape.
You put us behind;
no matter how I try, I can't do the same.

Let me let go, baby.
Let me let go.
It just isn't right, I've been two thousand miles
down a dead-end road.

Let me let go, darlin', won't you?
I just gotta know
if this is for the best why are you still in my heart,
are you still in my soul?
Let me let go.

The lights of this strange city are shining,
but they don't hold no fascination for me.
I try to find the bright side baby,
but everywhere I look,
everywhere I turn,
you're all I see.

Let me...
Let me let go, baby.
Let me let go.
It jsut isn't right, I've been two thousand miles
down a dead-end road.

Let me let go, darlin', won't you?
I just gotta know
if this is for the best why are you still in my heart,
ya your still in my soul
Let me let go.",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,1999-01-02,62.0,33.0,5.0
/faith-hill/,Lost,/faith-hill/lost.html,"Is it obvious to you
When you walk into a room
Your face is all I see
And my heart races so fast
I never knew a rush to feel like that
Every time you're touching me
I never did believe in anything
I couldn't hold between my fingers
But the way you make me feel
It's just so real the way it lingers

[Chorus]
I get lost inside your stare
Lost when you're not there
When everything I have doesn't mean a thing
If it's without you
If it's a dream, don't wake me up
I'll scream if this isn't love
If being lost means never knowing
How it feels without you
I wanna stay lost forever
I wanna stay lost forever with you

No, this feeling doesn't end
It's with me everywhere I am
Hope it never goes away
It's like defying gravity
Losing all control and being free
And I always wanna stay
I never thought that I'd let go
Long enough to fall for someone deeply
Who had the power to erase my fears
And find me so completely

[Chorus]
I get lost inside your stare
Lost when you're not there
When everything I have doesn't mean a thing
If it's without you
If it's a dream, don't wake me up
I'll scream if this isn't love
If bein' lost means never knowin'
How it feels without you
I wanna stay lost forever
I wanna stay lost forever with you

Don't tell me where we're goin'
I don't wanna know
I like the mystery (I like the mystery)
I can't believe we've come this far
So far away from where we started off
You found me when I wasn't looking
You found me

[Chorus]
And now I'm lost inside your stare
Lost when you're not there
And everything I have doesn't mean a thing
If it's without you
Without you
If it's a dream
Don't wake me up
I'll scream if this isn't love
If being lost means never knowing
How it feels without you
Yeah, if being lost means never knowing
How it feels without you
Oh, if being lost means that I'm never
Gonna be without you
I wanna stay lost forever
I wanna stay lost forever with you",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2007-07-14,93.0,61.0,2.0
/faith-hill/,Love Ain't Like That,/faith-hill/love-aint-like-that.html,"You can't buy it at the store, try it on for size,
bring it back if it don't feel right.
No, love... love ain't like that.

You can't trade it in like an automobile,
That's got too many miles and rust on the wheel,
no love...love ain't like that.

Love, ain't that easy to define.
You can't build it by design,
it takes its own sweet time.

You can't put your money down and just roll the dice.
And hope you're gonna win it all some night,
no love, love it ain't like that.

Love, ain't that easy to define.
You can't build it by design,
it takes its own sweet time.

You can't buy it at the store, try it on for size.
Bring it back if it don't feel right,
no love it ain't like that.

Love, no love, love, love it ain't like that.
Can't trade it in like an automobile,
too many miles an' rust on its wheels
no love, no love, no it ain't like that.

Love love love love love love love
Oh love, it ain't like that.

It don't fall from the sky.
Like a tiny drop of rain.

Oh, you can't trade it in.
Buy it from the store,
oh, take it back again.

(Fade)
",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,1999-04-10,74.0,68.0,6.0
/faith-hill/,Mississippi Girl,/faith-hill/mississippi-girl.html,"Yeah

Well, it's a long way from Star, Mississippi
To the big stage I'm singing on tonight
And sometimes the butterflies still get me
When I'm in the spotlight

And some people seem to think that I've changed
That I'm different than I was back then
But in my soul, I know that I'm the same way
That I've really always been

[Chorus]
'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
I still like wearing my old ball cap
Ridin' my kids around piggy back
They might know me all around the world
But, y'all, I'm still a Mississippi girl

Whoo!

Well, I spent a few weeks in California
They put my face on the big movie screen
But that don't mean I've forgotten where I came from
That's just me chasing dreams

'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
I still like wearing my old ball cap
Ridin' my kids around piggy back
They might know me all around the world
But, y'all, I'm still a Mississippi girl

Whoo!

'Cause a Mississippi girl don't change her ways
Just 'cause everybody knows her name
Ain't big headed from a little bit of fame
Still like wearing my old ball cap
Ridin' my kids around piggy back
They may know me all around this world, that's all right
But, y'all, I'm still a Mississippi ---- girl

Mississippi girl!
Oh, oh
Mississippi girl!
Mississippi girl!
yeah, yeah, oh
Oh oh oh oh oh
Mississippi girl!
Na, na, na, na, na, na
Na, na, na, na, na, na",en,Faith Hill,Country; Pop; Romântico,122.0,0.0,/faith-hill/,2005-08-27,29.0,29.0,12.0
