SalePrice,Age,GrLivArea,BaseLivArea,Location,Amenities,RoadRail,BedroomAbvGr,Bathrooms,OverallCond,OverallQual,LotFrontage,LotArea,TwoStory_dum,FlatContour_dum,FlatRoof_dum,GarageArea,Garage_dum,CentralAirNum,LowQualFinSF,Fireplaces
159000,6,1114,646,3.5728917413200136,0,1,3,1.5,5,5,66.0,13695,0,1,0,576,1,1,0,0
139000,52,1339,504,3.752252920681193,0,0,3,1.0,6,5,70.0,7560,0,1,0,294,1,1,0,0
325300,5,2376,0,4.3592238258327285,0,0,4,3.5,5,8,101.0,14215,1,1,0,853,1,1,0,1
139400,80,1108,0,4.259519771013737,0,0,3,1.0,7,7,57.0,7449,0,0,0,280,1,1,0,1
230000,8,1795,0,4.3592238258327285,0,0,3,2.0,5,8,75.0,9742,0,1,0,534,1,1,0,1
129900,34,1060,840,3.9316141000423723,0,0,3,1.0,7,5,44.0,4224,0,1,0,572,1,1,0,1
154000,42,1060,856,4.4352755903764525,0,0,3,1.0,8,5,25.0,8246,0,1,0,270,1,1,0,1
256300,3,1600,0,4.3592238258327285,0,0,3,2.0,5,8,110.0,14230,0,1,0,890,1,1,0,1
134800,59,900,720,3.9316141000423723,0,0,3,1.0,7,5,60.0,7200,0,1,0,576,1,1,0,0
306000,3,1704,1218,4.3592238258327285,0,0,3,2.0,5,8,98.0,11478,0,1,0,772,1,1,0,1
207500,53,1600,1277,3.752252920681193,0,0,2,1.0,6,5,47.0,16321,0,1,0,319,1,1,0,2
68500,83,520,0,3.588300085195511,0,0,1,1.0,6,4,60.0,6324,0,1,0,240,1,0,0,0
40000,90,1317,0,2.905277415500251,0,0,3,1.0,4,4,50.0,8500,1,1,0,250,1,0,0,0
149350,44,1228,0,3.752252920681193,0,0,3,1.5,6,5,32.0,8544,0,1,0,271,1,1,0,0
179900,3,1234,0,4.3592238258327285,0,0,3,2.0,5,8,85.0,11049,0,1,0,484,1,1,0,0
165500,51,1700,1018,3.5728917413200136,0,0,4,1.5,5,5,70.0,10552,0,1,0,447,1,1,0,1
277500,5,1561,1153,4.817650239374077,0,0,2,2.0,5,9,60.0,7313,0,1,0,556,1,1,0,1
309000,6,2452,0,4.3592238258327285,0,0,4,3.5,5,8,108.0,13418,1,1,0,691,1,1,0,1
145000,16,1097,0,3.5728917413200136,0,0,3,1.5,5,5,112.0,10859,0,1,0,672,1,1,0,0
153000,56,1297,1213,3.752252920681193,0,0,3,1.0,6,5,74.0,8532,0,1,0,498,1,1,0,1
109000,57,1057,731,4.255914411015273,0,0,3,1.0,7,5,68.0,7922,0,1,0,246,1,1,0,0
82000,55,1152,0,3.408938905834331,0,0,2,2.0,5,4,65.0,6040,0,1,0,0,0,0,0,0
160000,45,1324,643,3.7368445768056957,0,0,3,2.0,5,6,84.0,8658,0,1,0,440,1,1,0,1
170000,51,1328,967,4.076553231654094,0,0,2,1.5,6,5,115.0,16905,0,1,0,308,1,1,0,2
144000,27,884,840,3.9316141000423723,0,0,2,1.0,7,5,43.0,9180,0,1,0,504,1,1,0,0
130250,35,938,771,3.752252920681193,0,0,3,1.0,6,5,44.0,9200,0,1,0,308,1,1,0,0
141000,51,1150,685,3.752252920681193,0,0,3,1.0,6,5,70.0,7945,0,1,0,300,1,1,0,0
319900,5,1752,456,4.817650239374077,0,0,2,2.0,5,9,61.0,7658,0,1,0,576,1,1,0,1
239686,7,2149,1351,4.195270990347046,0,0,1,1.5,5,7,48.0,12822,1,1,0,670,1,1,0,1
249700,4,1656,24,4.3592238258327285,0,0,3,2.0,5,8,84.0,11096,0,1,0,826,1,1,0,0
113000,90,1452,0,3.408938905834331,0,0,2,2.0,5,4,33.0,4456,1,1,0,0,0,1,0,0
127000,44,955,763,3.9316141000423723,0,0,3,1.0,7,5,66.0,7742,0,1,0,386,1,1,0,0
177000,13,1470,182,3.916205756166875,0,0,3,2.0,6,6,51.0,13869,1,1,0,388,1,1,0,0
114500,76,1176,0,3.916205756166875,0,0,3,1.0,6,6,52.0,6240,0,1,0,528,1,1,360,1
110000,47,816,816,3.278418163264346,0,1,2,1.0,5,5,110.0,8472,0,0,0,516,1,0,0,0
385000,29,1842,1810,4.523176661318409,0,0,0,0.5,5,9,68.0,50271,0,0,0,894,1,1,0,1
130000,55,1360,384,3.5728917413200136,0,0,3,1.0,5,5,60.0,7134,0,0,0,572,1,1,0,1
180500,46,1425,490,3.7368445768056957,0,0,3,2.0,5,6,100.0,10175,0,1,0,576,1,1,0,1
172500,11,1739,649,4.3592238258327285,0,0,3,2.5,5,8,24.0,2645,1,1,0,480,1,1,0,0
196500,6,1720,0,4.195270990347046,0,0,3,2.5,5,7,89.0,11645,1,1,0,565,1,1,0,0
438780,4,2945,0,4.981603074859759,0,0,3,3.5,5,10,66.0,13682,1,0,0,641,1,1,0,1
124900,38,780,632,3.9316141000423723,0,0,2,1.0,7,5,60.0,7200,0,0,0,352,1,1,0,0
158000,6,1158,941,3.7368445768056957,0,1,3,1.5,5,6,63.0,13072,0,1,0,576,1,1,0,0
101000,90,1111,0,3.9316141000423723,0,0,3,1.0,7,5,60.0,7200,1,1,0,288,1,0,0,0
202500,4,1370,24,4.3592238258327285,0,0,2,2.0,5,8,44.0,6442,0,1,0,484,1,1,0,1
140000,89,1710,0,4.080158591652557,0,1,3,2.0,6,7,50.0,10300,1,0,0,480,1,1,0,0
219500,13,2034,739,3.9007974122913778,0,0,3,2.5,5,7,65.0,9375,1,1,0,645,1,1,0,0
317000,6,2473,0,4.3592238258327285,0,0,4,2.5,5,8,76.0,9591,1,1,0,852,1,1,0,1
180000,40,2207,912,3.9007974122913778,1,0,3,2.0,5,7,67.0,19900,0,1,0,576,1,1,0,1
226000,7,1479,1013,4.195270990347046,0,0,3,2.0,5,7,72.0,10665,0,1,0,558,1,1,0,0
80000,65,747,0,3.912600396168412,0,1,2,1.0,6,4,47.0,4608,0,1,0,220,1,1,0,0
225000,57,2287,603,4.015909810985866,0,0,3,2.0,4,7,81.0,15593,1,1,0,667,1,1,0,1
244000,37,2223,1880,4.404458902625459,0,0,3,2.0,6,7,95.0,13651,0,1,0,516,1,1,0,2
129500,28,845,565,3.588300085195511,0,0,2,1.0,6,4,69.0,7599,0,1,0,360,1,1,0,0
185000,12,1718,0,3.9007974122913778,0,0,3,2.5,5,7,74.0,10141,1,1,0,427,1,1,0,1
144900,56,1086,682,3.9316141000423723,0,0,3,1.0,7,5,85.0,10200,0,1,0,490,1,1,0,0
107400,95,1605,0,4.043121138738397,0,0,3,2.0,6,3,60.0,5790,1,1,0,379,1,0,0,0
91000,37,988,462,3.408938905834331,0,0,2,1.0,5,4,21.0,1596,1,1,0,297,1,1,0,0
135750,54,952,228,3.7676612645566903,0,0,2,1.0,7,4,77.0,8475,0,1,0,283,1,1,0,0
127000,62,1285,377,3.5728917413200136,0,0,2,1.0,5,5,50.0,8635,1,1,0,240,1,1,0,0
136500,42,1768,0,3.408938905834331,0,0,4,2.0,5,4,72.0,10778,0,1,0,0,0,0,0,0
110000,100,1230,0,3.752252920681193,0,0,2,1.5,6,5,60.0,10440,1,1,0,440,1,1,0,0
193500,42,2142,448,4.240506067139776,0,0,4,2.5,6,6,100.0,13000,1,1,0,509,1,1,0,1
153500,12,1337,1201,4.061144887778597,0,0,2,2.0,5,6,32.0,4500,0,1,0,405,1,1,0,0
245000,3,1563,33,4.06475024777706,0,0,3,2.0,5,8,78.0,10206,0,1,0,758,1,1,0,1
126500,50,1065,0,3.5728917413200136,0,0,3,1.5,5,5,80.0,8892,0,1,0,461,1,1,0,0
168500,15,1474,0,3.9007974122913778,0,0,3,2.5,5,7,85.0,8530,1,1,0,400,1,1,0,1
260000,19,2417,0,4.3592238258327285,0,0,4,2.5,5,8,121.0,16059,1,1,0,462,1,1,0,1
174000,5,1560,0,4.0313181548613635,0,0,3,2.5,5,6,122.0,11911,1,1,0,400,1,1,0,1
164500,1,1224,0,4.0313181548613635,0,0,2,2.5,5,6,40.0,3951,1,1,0,528,1,1,0,0
85000,95,1526,0,2.0881286432365425,0,0,2,1.0,2,3,105.0,8470,0,1,0,0,0,0,513,0
123600,16,990,588,3.408938905834331,0,0,3,1.0,5,4,60.0,8070,0,1,0,0,0,1,0,0
109900,60,1040,0,3.408938905834331,0,0,2,1.0,5,4,60.0,7200,0,1,0,420,1,1,0,0
98600,49,1235,600,3.214169382597655,0,0,2,1.0,3,5,85.0,8500,0,1,0,480,1,1,0,0
163500,89,964,713,4.255914411015273,0,0,2,1.0,7,5,80.0,13360,0,0,0,432,1,1,0,0
133900,100,2291,1046,3.916205756166875,0,0,4,2.0,6,6,60.0,7200,1,1,0,506,1,0,0,1
204750,13,1786,648,4.061144887778597,0,0,3,2.5,5,6,69.0,9337,1,1,0,684,1,1,0,0
185000,17,1470,310,5.18817558197347,0,0,3,2.5,8,6,96.0,9765,1,1,0,420,1,1,0,1
214000,11,1588,1162,4.195270990347046,0,0,3,2.0,5,7,78.0,10264,0,1,0,472,1,1,0,0
94750,45,960,520,3.408938905834331,0,0,3,1.0,5,4,73.0,10921,0,0,0,432,1,1,0,0
83000,90,835,108,3.5728917413200136,0,0,2,1.0,5,5,85.0,10625,0,1,0,366,1,0,0,0
128950,51,1225,569,3.408938905834331,0,0,3,1.5,5,4,77.0,9320,0,1,0,0,0,1,0,0
205000,33,1610,1200,4.095566935528055,0,0,3,2.0,7,6,101.0,10603,0,1,0,480,1,1,0,2
178000,25,1732,0,4.0313181548613635,0,0,3,2.5,5,6,77.0,9206,1,1,0,476,1,1,0,1
118964,31,1535,0,3.248591430347113,0,0,4,2.0,5,5,64.0,7018,0,0,0,410,1,1,0,0
198900,1,1226,0,3.9007974122913778,0,0,3,2.0,5,7,94.0,10402,0,1,0,740,1,1,0,0
169500,79,1818,224,3.3971359219572976,0,0,4,1.5,4,7,105.0,7758,1,1,0,240,1,1,0,2
250000,7,1992,0,4.3592238258327285,0,0,3,2.5,5,8,75.0,9375,1,1,0,648,1,1,0,1
100000,125,1047,0,3.7676612645566903,0,0,2,1.0,7,4,60.0,10800,0,1,0,273,1,1,0,0
115000,62,789,273,3.5728917413200136,0,0,2,1.0,5,5,50.0,6000,0,1,0,250,1,1,0,0
115000,91,1517,0,3.9316141000423723,0,1,3,2.0,7,5,85.0,8500,1,1,0,0,0,0,0,0
190000,33,1844,705,3.916205756166875,0,0,3,2.0,6,6,105.0,11751,0,1,0,546,1,1,0,1
136900,56,1855,444,3.5574833974445164,0,0,4,2.0,4,6,75.0,9525,1,1,0,325,1,1,0,0
180000,10,1430,250,3.9007974122913778,0,0,3,2.5,5,7,112.0,7750,1,1,0,400,1,1,0,1
383970,3,2696,984,4.195270990347046,0,0,4,2.5,5,7,77.0,9965,1,1,0,792,1,1,0,1
217000,57,2259,904,4.061144887778597,0,0,3,2.0,5,6,114.0,21000,0,0,0,450,1,1,0,2
259500,65,2320,924,4.274928114889233,0,0,3,2.5,8,6,61.0,7259,1,1,0,180,1,1,0,1
176000,11,1458,419,3.7368445768056957,0,0,2,2.5,5,6,34.0,3230,1,1,0,440,1,1,0,1
139000,48,1092,840,3.5728917413200136,0,0,3,1.0,5,5,117.0,11616,0,1,0,288,1,1,0,1
155000,4,1125,0,3.5728917413200136,0,0,2,1.5,5,5,74.0,8536,0,1,0,430,1,1,0,0
320000,20,3222,1470,3.9007974122913778,0,0,5,3.0,5,7,90.0,12376,1,1,0,594,1,1,0,2
163990,5,1456,0,4.0313181548613635,0,0,3,2.5,5,6,65.0,8461,1,1,0,390,1,1,0,1
180000,41,988,938,3.7368445768056957,0,0,1,1.0,5,6,121.0,21453,0,0,1,540,1,1,0,2
100000,71,1123,0,3.408938905834331,0,0,3,1.0,5,4,50.0,6060,1,1,0,264,1,1,0,0
136000,52,1080,570,4.419867246500956,0,0,3,1.0,7,6,75.0,9464,0,1,0,288,1,1,0,0
153900,17,1199,300,4.0313181548613635,0,0,2,2.0,5,6,55.0,7892,0,1,0,530,1,1,0,0
181000,31,1586,0,4.061144887778597,0,0,3,2.0,5,6,48.0,17043,0,1,0,435,1,1,0,1
84500,75,754,490,3.950627803916333,0,0,2,1.0,8,6,60.0,6780,0,1,0,0,0,0,234,0
128000,34,958,120,3.7368445768056957,0,0,2,2.0,5,6,127.0,4928,0,1,0,440,1,1,0,1
87000,80,840,116,4.255914411015273,0,0,3,1.0,7,5,55.0,4388,0,0,0,0,0,1,0,1
155000,44,1348,512,3.7368445768056957,1,0,3,1.5,5,6,69.0,7590,1,1,0,453,1,1,0,1
150000,52,1053,595,3.9316141000423723,0,0,3,1.5,7,5,69.0,8973,0,1,0,750,1,1,0,0
226000,44,2157,445,4.080158591652557,0,0,4,2.5,6,7,88.0,14200,1,1,0,487,1,1,0,2
244000,10,2054,695,4.0313181548613635,0,0,3,2.5,5,6,132.0,12224,1,1,0,390,1,1,0,1
150750,51,1327,405,3.752252920681193,0,0,3,1.0,6,5,75.0,7388,0,1,0,624,1,1,0,0
220000,9,1296,1005,4.3592238258327285,0,0,2,2.0,5,8,134.0,6853,0,1,0,471,1,1,0,0
180000,42,1721,570,3.752252920681193,0,0,3,2.5,6,5,78.0,10335,0,1,0,440,1,1,0,1
174000,40,1682,0,4.080158591652557,0,0,3,2.0,6,7,80.0,10400,0,1,0,530,1,1,0,1
143000,43,1214,695,3.5728917413200136,0,0,3,2.0,5,5,137.0,10355,0,1,0,318,1,1,0,1
171000,22,1959,0,3.9007974122913778,0,0,5,3.0,5,7,82.0,11070,0,1,0,766,1,1,0,0
230000,11,1852,668,4.3592238258327285,0,0,3,2.5,5,8,73.0,9066,1,1,0,660,1,1,0,2
231500,13,1764,821,3.7368445768056957,0,0,3,2.5,5,6,65.0,15426,1,1,0,470,1,1,0,0
115000,39,864,432,3.408938905834331,0,0,3,1.0,5,4,70.0,10500,0,1,0,0,0,1,0,1
260000,5,1734,1300,4.195270990347046,0,0,3,2.0,5,7,78.0,11645,0,1,0,660,1,1,0,0
166000,58,1385,507,3.0692302509859335,0,1,4,2.0,4,5,71.0,8520,1,1,0,720,1,1,0,0
204000,11,1501,679,4.195270990347046,0,0,3,2.0,5,7,78.0,10335,0,1,0,577,1,1,0,0
125000,47,1728,1332,3.5728917413200136,0,1,6,2.0,5,5,70.0,9100,0,1,0,504,1,1,0,0
130000,6,1709,0,4.0313181548613635,0,0,3,2.0,5,6,24.0,2522,1,1,0,380,1,1,0,0
105000,79,875,209,3.9316141000423723,0,0,2,1.0,7,5,51.0,6120,0,1,0,180,1,1,0,0
222500,9,2035,0,4.195270990347046,0,0,3,2.5,5,7,148.0,9505,1,1,0,434,1,1,0,1
141000,6,1080,680,3.9007974122913778,0,0,3,1.0,5,7,63.0,7500,0,1,0,0,0,1,0,0
115000,74,1344,0,3.3935305619588343,0,0,3,1.0,4,5,150.0,6240,1,1,0,240,1,1,0,0
122000,35,969,716,3.752252920681193,0,0,3,1.5,6,5,120.0,10356,0,1,0,440,1,1,0,0
372402,3,1710,1400,4.3592238258327285,0,0,2,2.0,5,8,107.0,13891,0,1,0,866,1,1,0,1
190000,39,1993,416,3.7368445768056957,0,0,4,2.5,5,6,153.0,14803,1,1,0,495,1,1,0,1
235000,50,1252,1509,4.095566935528055,0,0,1,1.0,7,6,154.0,13500,0,1,1,564,1,1,0,1
125000,87,1200,0,3.7368445768056957,0,0,4,1.0,5,6,84.0,11340,0,1,0,312,1,1,0,0
79000,86,1096,0,3.7368445768056957,0,1,2,1.0,5,6,60.0,9600,1,1,0,0,0,0,0,0
109500,60,1040,0,3.9316141000423723,0,0,2,1.0,7,5,60.0,7200,0,1,0,625,1,1,0,0
269500,1,1968,0,4.3592238258327285,0,0,4,2.5,5,8,92.0,12003,1,1,0,680,1,1,0,1
254900,6,1947,222,4.195270990347046,0,0,3,2.5,5,7,100.0,12552,1,1,0,678,1,1,0,1
320000,5,2462,57,4.195270990347046,0,0,4,2.5,5,7,134.0,19378,1,0,0,576,1,1,0,1
162500,26,1232,660,3.916205756166875,0,0,3,2.0,6,6,161.0,11120,0,1,0,516,1,1,0,0
412500,7,2668,1016,4.523176661318409,0,0,3,2.5,5,9,110.0,13688,1,1,0,726,1,1,0,2
220000,5,1541,1201,4.195270990347046,0,0,3,2.0,5,7,95.0,12182,0,1,0,532,1,1,0,1
103200,54,882,0,3.588300085195511,0,0,1,1.0,6,4,55.0,5500,0,1,0,0,0,1,0,0
152000,84,1616,370,4.419867246500956,0,0,3,2.0,7,6,40.0,5400,1,1,0,216,1,1,0,0
127500,70,1355,532,4.255914411015273,0,0,4,2.0,7,5,62.0,10106,1,1,0,0,0,1,0,0
190000,55,1867,1147,3.8673653193756814,0,0,2,1.0,5,5,167.0,10708,0,1,0,303,1,1,0,3
325624,3,2161,1288,4.3592238258327285,0,0,3,1.5,5,8,86.0,10562,1,1,0,789,1,1,0,1
183500,6,1720,0,4.195270990347046,0,0,3,2.5,5,7,62.0,8244,1,1,0,440,1,1,0,1
228000,29,1707,0,4.538585005193907,0,0,2,2.5,6,8,170.0,16669,0,1,0,511,1,1,0,1
128500,69,1382,360,3.752252920681193,0,0,2,1.5,6,5,171.0,12358,0,1,0,660,1,1,528,0
215000,50,1656,639,3.7368445768056957,0,0,3,1.0,5,6,141.0,31770,0,1,0,528,1,1,0,2
239000,23,1767,710,4.8782936600423055,0,0,2,2.0,7,7,44.0,5306,1,1,0,504,1,1,0,1
163000,49,1362,662,3.7368445768056957,0,0,3,1.5,5,6,80.0,10197,0,1,0,504,1,1,0,1
184000,24,1651,1606,3.7368445768056957,0,0,3,2.0,5,6,47.0,12416,0,1,0,616,1,1,0,1
243000,60,2158,477,4.095566935528055,0,0,4,2.0,7,6,84.0,12615,0,1,0,576,1,1,0,1
211000,22,2060,831,4.0313181548613635,0,0,4,2.5,5,6,97.0,10029,1,1,0,521,1,1,0,1
172500,52,1920,498,4.191665630348583,0,0,4,2.0,5,5,178.0,13650,1,1,0,451,1,1,0,1
501837,2,2234,1904,4.817650239374077,0,0,1,2.0,5,9,63.0,17423,0,1,0,1166,1,1,0,1
100000,87,968,0,4.046726498736861,0,0,2,1.0,6,5,60.0,8520,0,1,0,480,1,1,0,0
177000,10,1525,436,4.0313181548613635,0,0,3,2.5,5,6,181.0,2117,1,1,0,440,1,1,0,1
200100,90,1802,352,4.080158591652557,0,0,4,1.5,6,7,54.0,7588,1,1,0,216,1,1,0,1
120000,53,1340,0,3.752252920681193,0,1,3,1.0,6,5,60.0,9060,0,1,0,252,1,1,0,1
200000,7,2082,0,3.9007974122913778,0,0,3,2.5,5,7,63.0,11426,1,1,0,484,1,1,0,0
127000,102,1252,0,4.110975279403552,0,1,3,1.0,8,5,92.0,7438,1,1,0,576,1,1,0,0
475000,118,3608,0,5.728874525221711,0,1,4,2.5,9,10,90.0,22950,1,1,0,840,1,1,572,2
173000,20,1217,611,3.9007974122913778,0,0,3,2.0,5,7,187.0,9947,0,1,0,497,1,1,0,0
135000,94,1656,0,3.9316141000423723,0,0,3,2.5,7,5,60.0,10410,1,1,0,180,1,1,144,0
153337,31,1224,1086,3.5728917413200136,0,0,2,1.0,5,5,64.0,7018,0,0,0,528,1,1,0,2
286000,9,1593,1153,4.3592238258327285,0,0,0,1.5,5,8,41.0,4923,0,1,0,682,1,1,0,1
315000,78,2727,297,4.897307363916266,0,0,3,2.5,8,8,70.0,10570,1,0,0,440,1,1,0,2
184000,38,1479,626,4.618242129736096,0,0,4,1.5,9,7,192.0,7472,1,1,0,484,1,1,0,0
192000,11,1431,560,4.195270990347046,0,0,3,2.0,5,7,68.0,9017,0,1,0,666,1,1,0,0
130000,6,1709,0,4.195270990347046,0,0,3,2.0,5,7,24.0,2522,1,1,0,380,1,1,0,0
127000,38,864,390,3.9316141000423723,0,0,3,1.0,7,5,60.0,7180,0,1,0,352,1,1,0,0
148500,34,1456,566,3.916205756166875,0,0,3,2.5,6,6,24.0,2280,1,1,0,440,1,1,0,1
311872,3,1726,1126,4.489744568402713,0,0,3,2.0,5,7,79.0,9416,0,1,0,786,1,1,0,1
235000,92,3112,1220,4.50416295744445,0,1,4,2.0,4,8,174.0,25419,1,1,0,795,1,1,392,1
104000,98,2229,0,3.916205756166875,0,0,5,1.0,6,6,92.0,5520,1,1,0,0,0,1,371,0
274900,6,1713,1088,4.3592238258327285,0,0,3,2.0,5,8,76.0,9591,0,1,0,856,1,1,0,1
140000,7,1121,0,3.408938905834331,0,0,2,2.0,5,4,80.0,8546,0,1,0,440,1,1,0,0
171500,33,1279,920,3.916205756166875,0,0,3,2.0,6,6,75.0,10125,0,1,0,473,1,1,0,2
112000,86,1310,617,4.240506067139776,0,1,2,2.0,6,6,50.0,7000,1,1,0,398,1,1,0,0
149000,6,848,662,4.0313181548613635,0,0,1,1.0,5,6,204.0,4438,0,1,0,420,1,1,0,1
110000,63,1284,312,3.9316141000423723,0,0,2,1.5,7,5,50.0,3500,1,1,0,240,1,1,0,0
180500,20,1442,0,3.9007974122913778,0,0,3,2.0,5,7,99.0,11851,0,1,0,500,1,1,0,0
143900,48,1696,0,3.8971920522929144,0,1,3,1.5,5,5,40.0,13673,0,1,0,349,1,1,0,1
141000,50,1100,725,3.408938905834331,0,0,3,1.0,5,4,208.0,12493,0,1,0,312,1,1,0,1
277000,22,2062,1065,4.195270990347046,0,0,3,2.5,5,7,209.0,14364,1,0,0,454,1,1,0,1
145000,46,1092,787,4.095566935528055,0,0,3,1.0,7,6,75.0,8250,0,1,0,504,1,1,0,0
98000,85,864,468,3.752252920681193,0,0,2,1.0,6,5,67.0,5604,0,1,0,0,0,0,0,0
186000,1,1212,36,3.7368445768056957,0,0,3,2.0,5,6,83.0,10420,0,1,0,460,1,1,0,0
252678,1,1852,822,3.9007974122913778,0,0,3,2.5,5,7,72.0,8640,1,1,0,644,1,1,0,1
156000,15,990,716,3.5728917413200136,0,0,3,1.0,5,5,43.0,13568,0,1,0,576,1,1,0,0
161750,33,1392,378,4.095566935528055,0,0,3,1.5,7,6,215.0,10900,1,1,0,299,1,1,0,0
134450,53,1236,360,3.752252920681193,0,0,2,1.0,6,5,72.0,10011,0,1,0,447,1,1,0,1
210000,6,1436,946,4.195270990347046,0,0,3,2.0,5,7,65.0,8450,0,1,0,484,1,1,0,0
107000,85,1328,0,3.2295777264731518,0,0,3,1.0,4,4,57.0,9906,1,1,0,210,1,0,0,0
311500,71,1954,341,5.237016018764664,0,0,3,1.5,9,7,219.0,15660,1,1,0,431,1,1,0,2
167240,5,1248,16,4.195270990347046,0,0,2,2.0,5,7,43.0,3010,0,1,0,438,1,1,0,0
204900,4,1498,0,4.195270990347046,0,0,2,2.0,5,7,73.0,8990,0,1,0,675,1,1,0,0
200000,8,2267,0,4.0313181548613635,0,0,4,2.5,5,6,222.0,8068,1,1,0,390,1,1,0,1
179900,35,1552,550,3.916205756166875,0,1,3,2.5,6,6,85.0,11475,1,1,0,434,1,1,0,1
97000,39,864,704,3.588300085195511,0,0,2,1.0,6,4,70.0,10500,0,1,0,576,1,1,0,0
386250,7,2392,56,4.981603074859759,0,0,3,2.0,5,10,103.0,13472,0,1,0,968,1,1,0,1
112000,39,1302,0,3.5728917413200136,0,0,3,2.5,5,5,21.0,1680,1,1,0,280,1,1,0,0
290000,15,2520,565,4.195270990347046,0,0,4,2.5,5,7,82.0,9950,1,1,0,721,1,1,0,1
106000,40,987,321,3.916205756166875,0,0,2,1.5,6,6,21.0,1869,1,1,0,280,1,1,0,0
125000,43,912,842,3.5728917413200136,0,0,3,1.0,5,5,70.0,8521,0,1,0,336,1,1,0,1
192500,5,1555,16,4.195270990347046,0,0,2,2.0,5,7,43.0,3182,0,1,0,430,1,1,0,1
148000,51,1194,0,3.916205756166875,0,0,3,1.0,6,6,73.0,8760,0,1,0,312,1,1,0,0
403000,15,2794,689,4.3592238258327285,0,0,4,2.5,5,8,174.0,15138,1,1,0,810,1,1,0,1
94500,38,987,0,3.7368445768056957,0,0,2,1.5,5,6,21.0,1680,1,1,0,288,1,1,0,1
128200,34,894,894,3.752252920681193,0,0,3,1.0,6,5,75.0,10650,0,1,0,308,1,1,0,0
216500,8,1960,625,4.0313181548613635,0,0,4,2.5,5,6,235.0,7851,1,1,0,440,1,1,0,2
89500,39,987,358,3.378122218083337,0,0,2,1.5,3,6,21.0,1680,1,1,0,264,1,1,0,0
185500,6,1414,24,4.195270990347046,0,0,3,2.0,5,7,65.0,8773,0,1,0,494,1,1,0,0
194500,17,1744,402,4.553993349069405,0,1,3,2.5,7,7,238.0,9453,1,1,0,457,1,1,0,0
318000,3,1694,0,4.653697403888396,0,0,3,2.0,5,8,93.0,12030,0,1,0,818,1,1,0,0
113000,65,1487,94,3.5574833974445164,0,0,3,1.5,4,6,52.0,8741,1,1,0,220,1,1,0,1
262500,2,1566,1078,4.3592238258327285,0,0,3,2.0,5,8,75.0,9000,0,1,0,750,1,1,0,0
110500,65,866,329,4.614636769737632,0,0,2,1.0,9,5,40.0,3880,0,1,0,0,0,1,0,0
79000,110,1440,0,3.3935305619588343,0,0,3,1.0,4,5,63.0,5000,1,1,0,352,1,0,0,0
120000,30,1217,0,3.916205756166875,0,0,3,1.5,6,6,75.0,10762,1,1,0,288,1,1,0,1
205000,16,2110,695,4.195270990347046,0,0,3,2.5,5,7,245.0,8880,1,1,0,463,1,1,0,2
241500,22,1872,929,3.9007974122913778,0,0,3,2.0,5,7,80.0,10400,0,1,0,604,1,1,0,1
137000,100,1928,0,3.950627803916333,0,0,4,2.0,8,6,69.0,9142,1,1,0,440,1,0,0,0
